"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"CHS",3862,2024,1838,101.1568084,-83.78673738,17.37007102
"CHS",3776,2035,1741,106.4213506,-76.04516778,30.37618282
"CHS",3942,2180,1762,121.6423326,-69.01534128,52.62699132
"PUR",3825,2283,1542,115.0819121,-69.79949838,45.28241372
"PUR",3805,1898,1907,88.5803364,-94.82817524,-6.24783884
"PUR",4021,2037,1984,112.1093725,-82.97790104,29.13147146
"CHS",3835,2044,1791,109.8834688,-75.91856278,33.96490602
"CHS",3848,1802,2046,99.1920516,-85.46510408,13.72694752
"CHS",3846,2000,1846,105.8900186,-80.05761288,25.83240572
"CHS",3950,2061,1889,111.5103874,-79.9646078,31.5457796
"CHS",3876,1912,1964,105.1554484,-83.27190678,21.88354162
"CHS",3930,2162,1768,114.6724854,-75.82113578,38.85134962
"CHS",3816,1895,1921,99.8611492,-83.37007688,16.49107232
"CHS",3855,2055,1800,107.5855326,-77.35279278,30.23273982
"CHS",3883,1920,1963,102.7654776,-84.77370858,17.99176902
"CHS",3762,2093,1669,109.9649841,-72.8986181,37.066366
"CHS",3834,2019,1815,102.4631237,-81.97108288,20.49204082
"CHS",3855,2033,1822,111.5436904,-75.74486264,35.79882776
"CHS",3882,1953,1929,98.3397096,-89.59043428,8.74927532
"CHS",3780,2005,1775,106.9394297,-77.47156744,29.46786226
"CHS",3848,1965,1883,103.5566446,-83.94336628,19.61327832
"CHS",3791,1951,1840,104.4959608,-78.10967828,26.38628252
"CHS",3824,1615,2209,89.5637604,-93.33888658,-3.77512618
"CHS",3882,1801,2081,88.4881702,-96.15101108,-7.66284088
"CHS",3879,2074,1805,109.8098256,-78.41281588,31.39700972
"CHS",3779,1875,1904,97.1520905,-83.82939868,13.32269182
"CHS",3893,2243,1650,123.5279878,-64.04330874,59.48467906
"CHS",3867,2052,1815,106.2669616,-80.61887008,25.64809152
"CHS",3933,2249,1684,114.9449588,-76.82864218,38.11631662
"CHS",3808,2001,1807,99.3686253,-85.86522258,13.50340272
"CHS",3856,2023,1833,106.1325266,-77.15575028,28.97677632
"CHS",3851,1953,1898,106.8140274,-82.17998238,24.63404502
"CHS",3894,2071,1823,110.2031326,-78.98290158,31.22023102
"CHS",3846,1844,2002,101.2803846,-86.45368558,14.82669902
"CHS",3767,2277,1490,118.4300234,-66.28821358,52.14180982
"CHS",3764,1988,1776,106.5612736,-78.70379778,27.85747582
"CHS",3829,2015,1814,106.0675268,-79.46844208,26.59908472
"CHS",3904,2211,1693,119.8662196,-68.34117008,51.52504952
"CHS",3908,2154,1754,117.7915557,-70.76999094,47.02156476
"CHS",3811,2024,1787,110.4537116,-73.88767778,36.56603382
"CHS",3762,2012,1750,98.2696906,-83.12867788,15.14101272
"PUR",3969,1821,2148,83.6063393,-106.22369888,-22.61735958
"PUR",3965,2076,1889,100.7341226,-91.29319254,9.44093006
"PUR",3993,2086,1907,112.1527108,-79.93065004,32.22206076
"PUR",3784,1976,1808,97.6553582,-84.10075474,13.55460346
"CHS",3813,1953,1860,103.6911956,-78.86795628,24.82323932
"CHS",3909,1842,2067,100.4726666,-89.15419778,11.31846882
"CHS",4012,2089,1923,108.0686876,-82.68743588,25.38125172
"CHS",3836,2084,1752,108.708881,-75.48688524,33.22199576
"CHS",3948,2048,1900,113.3666456,-78.72380358,34.64284202
"CHS",3887,2032,1855,109.8557166,-81.77698408,28.07873252
"CHS",3888,2014,1874,91.3624636,-92.73782588,-1.37536228
"CHS",3938,2018,1920,110.5244866,-80.43864828,30.08583832
"CHS",3888,2173,1715,116.6729916,-72.53045278,44.14253882
"CHS",3836,2123,1713,108.6696423,-76.13886158,32.53078072
"CHS",3853,1853,2000,95.7515734,-87.45790008,8.29367332
"CHS",3857,1885,1972,99.7776886,-84.34912608,15.42856252
"CHS",3794,1792,2002,92.8177706,-88.97744408,3.84032652
"CHS",3855,1865,1990,102.4266677,-81.56375064,20.86291706
"CHS",3914,2375,1539,125.3849816,-64.74300178,60.64197982
"CHS",3859,1879,1980,93.1881578,-92.59639078,0.59176702
"CHS",3827,1886,1941,97.7674776,-84.73774028,13.02973732
"CHS",3876,1962,1914,109.083898,-78.8108775,30.2730205
"CHS",3888,2065,1823,108.8240107,-77.38271594,31.44129476
"CHS",3798,2166,1632,116.8261796,-66.71854408,50.10763552
