"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"PUR",11796,6233,5563,323.651080244,-269.53039014,54.120690104
"PUR",11717,5757,5960,290.283119134,-299.3743251,-9.091205966
"PUR",11595,6892,4703,375.268886454,-216.87144406,158.397442394
"PUR",11603,5810,5793,307.244514317,-282.85482321,24.389691107
"PUR",11479,5640,5839,264.615827414,-314.14658216,-49.530754746
"PUR",11959,6440,5519,352.817260224,-251.5922106,101.225049624
"PUR",11584,6270,5314,307.230027117,-277.16478726,30.065239857
"PUR",11453,6213,5240,305.077872497,-272.50726307,32.570609427
"PUR",11665,6291,5374,301.705538704,-284.1550632,17.550475504
"PUR",11591,6789,4802,348.788050244,-240.90936044,107.878689804
"PUR",11619,5589,6030,290.269257114,-296.0620439,-5.792786786
"PUR",11707,6208,5499,310.635077087,-288.68297272,21.952104367
"PUR",11770,5954,5816,297.538421224,-295.1071934,2.431227824
"PUR",11652,6273,5379,327.096519464,-263.36397532,63.732544144
"PUR",11566,5750,5816,262.305587017,-319.67122941,-57.365642393
"PUR",11635,5550,6085,280.720336094,-301.73052774,-21.010191646
"PUR",11672,6390,5282,332.705779707,-258.52815405,74.177625657
"PUR",11457,5510,5947,259.571027074,-315.0064081,-55.435381026
"PUR",11553,6037,5516,297.7282864,-286.2970225,11.4312639
"PUR",11505,6119,5386,307.079524654,-273.91248474,33.167039914
"PUR",11497,6968,4529,368.555357727,-218.17725717,150.378100557
"PUR",11860,6083,5777,335.339357984,-270.61282146,64.726536524
"PUR",11717,5986,5731,295.192661104,-297.5962221,-2.403560996
"PUR",11760,6367,5393,309.6347948,-282.53335121,27.10144359
"PUR",11517,5500,6017,280.330092367,-298.83332556,-18.503233193
"PUR",11699,5934,5765,282.093615257,-303.6205279,-21.526912643
"PUR",11690,5904,5786,270.098172537,-314.37960156,-44.281429023
"PUR",11622,6285,5337,311.739370767,-275.74041521,35.998955557
"PUR",11798,6384,5414,363.699028837,-247.75089081,115.948138027
"PUR",11605,5901,5704,294.75492715,-292.96189891,1.79302824
"PUR",11647,6356,5291,322.794585847,-265.44727097,57.347314877
"PUR",11688,6337,5351,309.841450234,-281.09494896,28.746501274
"PUR",11523,6210,5313,319.118713197,-265.24145851,53.877254687
"PUR",11599,6547,5052,349.485219197,-241.77866831,107.706550887
"PUR",11430,5458,5972,266.137033517,-312.33168735,-46.194653833
"PUR",11569,6202,5367,322.651129767,-264.63969496,58.011434807
"PUR",11619,6357,5262,307.998008097,-280.97920771,27.018800387
